index,file_name,category,question,answer,predicted,raw_response,correct,n_examples
145,016829.jpg,"Teeth,Patho",Which tooth exhibits a periapical lesion?,C,C,"To determine which tooth exhibits a periapical lesion, we analyze the options based on the provided panoramic X-ray (with the ""R"" indicator on the bottom left representing the patient's right-hand side, meaning FDI quadrant 4 is on the lower left of the image):

* **Tooth 42:** This tooth is a lower right lateral incisor and does not show any signs of root canal treatment or a periapical radiolucency.
* **Tooth 41:** This tooth is a lower right central incisor and appears normal without any periapical abnormalities.
* **Tooth 43:** This tooth is the lower right canine, which has undergone endodontic treatment (root canal filling) and demonstrates a prominent, well-defined radiolucency surrounding its root apex indicative of a periapical lesion.
* **Tooth 44:** This tooth is the lower right first premolar, which has a radiopaque crown restoration but no visible periapical pathology.

Answer: C",True,5
146,016836.jpg,Teeth,Which of the following is TRUE regarding the wisdom teeth?,D,D,"Based on the visual examination of the panoramic radiograph:

* **A) #38 is missing**: This is incorrect because tooth #38 (the lower left third molar) is present and fully erupted in the lower left quadrant of the mouth.
* **B) #48 is absent**: This is incorrect because tooth #48 (the lower right third molar) is present, erupted, and clearly visible in the lower right quadrant.
* **C) #18 is impacted**: This is incorrect because tooth #18 (the upper right third molar) is fully erupted and in alignment with the occlusal plane.
* **D) #28 is erupted**: This is correct because tooth #28 (the upper left third molar) is present and fully erupted in the dental arch.

Answer: D",True,5
147,016836.jpg,"HisT,Jaw",Which structure is visible bilaterally in the maxilla?,A,D,"Based on a careful examination of the panoramic radiograph:

* **A) Mandibular canals and maxillary sinuses:** While both structures are visible on the image, the question specifically asks for a structure located *bilaterally in the maxilla*, making this option partially incorrect because the mandibular canals are located in the mandible.
* **B) Nasal cavities:** The nasal cavity is a central, midline structure and is not described as bilateral structures in the maxilla.
* **C) Ethmoid air cells:** Ethmoid air cells are located superiorly between the orbits and are not clearly or reliably visualized as distinct bilateral structures in the maxilla on this panoramic radiograph.
* **D) Maxillary sinuses:** The bilateral maxillary sinuses are clearly visible as large radiolucent (dark) air-filled cavities located within the maxilla on both the right and left sides.

Answer: D",False,3
148,016836.jpg,Teeth,What procedure has been done on tooth 46?,C,C,"Based on a careful examination of the panoramic radiograph:

* **A) Root canal treatment only** is incorrect because there is also a highly radiopaque, well-defined crown structure (restoration) covering the entire coronal portion of tooth 46.
* **B) Crown only** is incorrect because the root canals of tooth 46 are clearly filled with a radiopaque obturation material, indicating a root canal treatment has been performed.
* **C) Crown and root canal treatment** is correct because tooth 46 exhibits both a radiopaque artificial crown and radiopaque obturation material within its root canals.
* **D) Extraction** is incorrect because tooth 46 is still fully present in the dental arch.

Answer: C",True,5
149,016836.jpg,Jaw,What is observed in the upper jaw bone architecture?,B,C,"Based on a systematic review of the provided panoramic radiograph:

* **A) Fracture:** No radiolucent lines or signs of cortical disruption suggestive of a fracture are visible in either the maxilla or mandible.
* **B) Bone loss:** There is no evidence of horizontal or vertical alveolar bone loss around the teeth in the maxilla.
* **C) Normal architecture:** The maxillary alveolar process and surrounding bone structures demonstrate a normal trabecular pattern, intact cortical plates, and healthy bone levels consistent with a normal architecture.
* **D) Increased density:** There are no localized areas of significant sclerosis, osteosclerosis, or diffuse radiopacity in the upper jaw indicating pathologically increased bone density.

Answer: C",False,5
150,016836.jpg,Teeth,How many teeth are visualized in the radiograph?,C,C,"To determine the number of teeth visualized in the radiograph, we can examine each option:

* **A) 40**: This option is incorrect because a human adult has a maximum of 32 teeth (including third molars), and there are no supernumerary teeth visible to reach this count.
* **B) 28**: This option is incorrect because there are more than 28 teeth present, as all four wisdom teeth (third molars) are clearly visible in the arches.
* **C) 32**: This option is consistent with the radiograph, as we can count a full set of 32 permanent teeth present in the dentition, including all four third molars (wisdom teeth).
* **D) 36**: This option is incorrect because there are no extra/supernumerary teeth present in either arch that would increase the count to 36.

Answer: C",True,5
151,016839.jpg,"Teeth,HisT",Which of the following tooth site presents an implant?,B,B,"Based on the examination of the panoramic X-ray:

* **A) #18**: Tooth #18 is an existing molar present in the upper right quadrant of the dental arch and does not have an implant.
* **B) #17**: There is an implant with an implant-supported crown clearly visible in the upper right posterior region corresponding to the position of tooth #17.
* **C) #11**: Tooth #11 is an upper central incisor showing a crown restoration but does not have a dental implant fixture.
* **D) #12**: Tooth #12 is an upper lateral incisor showing a crown restoration but no implant fixture.

Answer: B",True,5
152,016839.jpg,Teeth,How many teeth are visualized in the panoramic radiograph?,A,B,"To determine the number of teeth visualized in the panoramic radiograph, we count all dental structures present (excluding the two dental implants with crown restorations on the upper right and lower right):

1. **Upper Arch (Maxilla, starting from the upper left / radiograph right to the upper right / radiograph left):**
   - Upper left third molar (impacted/semi-erupted, far right): 1
   - Upper left second molar: 1
   - Upper left first molar (missing/empty space): 0
   - Upper left premolars and anterior teeth: 10 teeth (including crowns/natural teeth)
   - Upper right canine/premolars/molars: 3 natural teeth (plus 1 implant in the premolar/molar region, which is not counted as a tooth).
   *Total in upper arch = 15 structures (including the implant) or 14 actual teeth.*

2. **Lower Arch (Mandible, starting from lower left / radiograph right to lower right / radiograph left):**
   - Lower left third molar (impacted, angled): 1
   - Lower left second and first molars (missing/edentulous space): 0
   - Lower anterior and premolar teeth: 10 teeth (including crowns)
   - Lower right premolars/molars: 3 teeth (plus 1 implant in the molar region, which is not counted as a tooth).
   *Total in lower arch = 15 structures (including the implant) or 14 actual teeth.*

Counting all dental units (including natural teeth, crowned teeth, and impacted teeth, but excluding the 2 implants):
* **Option A (29):** This is incorrect as counting all visualized teeth (including impacted third molars and crowned units, but excluding the 2 implants) yields a total of 28 teeth.
* **Option B (28):** This is consistent with the image, as there are exactly 28 teeth present (14 in the upper arch and 14 in the lower arch, excluding the two implant fixtures).
* **Option C (30):** This is incorrect as there are multiple missing posterior teeth (especially in the lower left quadrant) preventing the count from reaching 30.
* **Option D (31):** This is incorrect because the patient has several missing teeth and only two impacted third molars present.

Answer: B",False,5
153,016839.jpg,"Teeth,HisT",Which tooth has a crown restoration?,A,C,"Based on a careful examination of the panoramic X-ray using the FDI World Dental Federation notation:

* **A) #46:** Tooth #46 is missing and has been replaced by a dental implant with a screw-retained implant crown.
* **B) #45:** Tooth #45 is a natural tooth with no evidence of a crown restoration.
* **C) #47:** Tooth #47 is present in the lower right posterior region (anatomical right, left side of the image) and has a distinct radiopaque crown restoration.
* **D) #48:** Tooth #48 is a partially erupted or impacted third molar showing no crown restoration.

Answer: C",False,5
154,016839.jpg,"Teeth,Patho",Which of the following teeth is suspected to have caries?,D,C,"To determine which of the listed teeth is suspected to have caries, we examine the mandibular left quadrant (lower left, corresponding to the right side of the panoramic radiograph):

* **A) #34:** Tooth #34 is present with a radiopaque coronal restoration (crown) and does not show clear signs of untreated, active caries.
* **B) #36:** Tooth #36 is missing (edentulous area), so it cannot have caries.
* **C) #37:** Tooth #37 is horizontally/mesioangularly impacted and exhibits a large radiolucent lesion on its crown consistent with deep caries.
* **D) #35:** Tooth #35 is present, restored, and does not show signs of active caries.

Answer: C",False,5
155,016839.jpg,"HisT,Jaw",Which of the following structures are visible in the imaging?,D,D,"- **Mandibular canals**: Both the right and left mandibular canals are clearly visible as radiolucent pathways bordered by thin radiopaque lines running through the body of the mandible.
- **Maxillary sinuses**: The bilateral maxillary sinuses are clearly visible as large, well-defined, air-filled radiolucent cavities superior to the maxillary posterior teeth.
- **Neither**: This option is incorrect because both of the aforementioned anatomical structures are visible.
- **Both A and B**: This option is correct as both the mandibular canals and the maxillary sinuses are clearly visible in the radiographic image.

Answer: D",True,3
156,016855.jpg,Jaw,Where is the evidence of bone loss observed?,A,A,"Based on a careful examination of the panoramic X-ray:

* **A) Both jaws**: Consistent, as there is visible generalized horizontal and vertical alveolar bone loss surrounding the teeth in both the maxilla (upper jaw) and mandible (lower jaw).
* **B) Lower jaw**: Incomplete, because while bone loss is clearly present in the lower jaw (particularly around the molars and anterior bridge), it is not limited to the mandible.
* **C) Upper jaw**: Incomplete, because although bone loss is visible in the upper jaw (especially around the posterior teeth and the edentulous space), it is not restricted to the maxilla.
* **D) None of the above**: Inconsistent, as significant bone loss is clearly identifiable on the radiograph.

Answer: A",True,5
157,016855.jpg,"Teeth,HisT",What type of intervention is evident at tooth 26?,B,B,"Based on a careful examination of the panoramic radiograph:

* **A) Filling**: There is a highly radiopaque restoration present in the crown portion of tooth 26 (upper left first molar, radiographically located on the upper right side of the image), but it is accompanied by obturation material extending into the root canal space.
* **B) Root canal treatment**: Tooth 26 shows a clear, bright radiopaque filling material obturating the root canal space alongside a coronal restoration, which is characteristic of root canal treatment.
* **C) Crown restoration**: Although there is a coronal restoration on tooth 26, it does not have a full-coverage prosthetic crown.
* **D) Extraction**: Tooth 26 is clearly present in the dental arch and has not been extracted.

Answer: B",True,5
158,016855.jpg,Teeth,Which tooth is impacted?,A,A,"To determine which tooth is impacted, let's examine each option based on the provided panoramic radiograph:

* **A) #48**: This refers to the lower right third molar (wisdom tooth, situated on the lower left of the image labeled 'R'); looking at this region, there is a horizontally/mesioangularly impacted mandibular third molar nested within the bone and ramus.
* **B) #38**: This refers to the lower left third molar (situated on the lower right side of the image), which is completely missing (edentulous area).
* **C) #18**: This refers to the upper right third molar (situated on the upper left of the image), which is erupted and fully visible in the dental arch.
* **D) #28**: This refers to the upper left third molar (situated on the upper right of the image), which is also erupted and in line with the adjacent molars.

Answer: A",True,5
159,016855.jpg,"Teeth,Patho",What is the pathological finding at tooth 26?,A,A,"To determine the pathological finding at tooth 26 (the upper left first molar, which is located in the upper right quadrant of the image and has a radio-opaque root canal filling / restoration on the crown):

* **A) Periapical lesion:** There is a well-defined radiolucency surrounding the root apices of tooth 26, indicating a periapical lesion (such as a granuloma or periodontitis).
* **B) Periapical cyst:** While a periapical cyst is a type of periapical lesion, a definitive diagnosis of a cyst cannot be reliably made from a panoramic radiograph alone without histopathological confirmation, making the broader term ""periapical lesion"" the standard radiographical finding.
* **C) Caries:** The coronal portion of tooth 26 is restored and does not display clear primary coronal dental caries on this radiograph.
* **D) Deep caries:** There is no evidence of active, deep dental caries progressing into the dentin or pulp chamber on tooth 26.

Answer: A",True,5
160,016855.jpg,Teeth,How many wisdom teeth are erupted according to the report?,B,D,"Based on the provided panoramic radiograph:

* **A) 4**: This is incorrect because we only see one wisdom tooth in the upper right quadrant (#18) and one horizontally impacted/unerupted wisdom tooth in the lower right quadrant (#48), with none present on the left side.
* **B) 2**: This is incorrect because only one of the visible wisdom teeth is erupted into the arch.
* **C) 3**: This is incorrect as there are not three erupted wisdom teeth visible in the jaw.
* **D) 1**: This is correct because only tooth #18 (upper right third molar) is fully erupted, while tooth #48 is horizontally impacted/unerupted, and the others are missing.

Answer: D",False,5
161,016874.jpg,Teeth,How many wisdom teeth are erupted according to the report?,D,C,"To determine how many wisdom teeth are erupted, we examine the four third molar regions (FDI notation: #18, #28, #38, #48):

* **Upper Right (#18):** Missing / not visible.
* **Upper Left (#28):** Missing / not visible.
* **Lower Right (#48):** This tooth is impacted, lying horizontally/mesioangularly and wedged against the adjacent second molar (#47).
* **Lower Left (#38):** This tooth is also impacted, lying in a mesioangular position wedged against the second molar (#37).

Therefore, there are 0 erupted wisdom teeth in this radiograph.

---

* **A) 1** is incorrect because none of the wisdom teeth are fully erupted into normal occlusion.
* **B) 3** is incorrect because there are only two wisdom teeth present in total, and both are impacted.
* **C) 0** is correct because both present wisdom teeth (the lower third molars) are impacted, and the upper third molars are missing.
* **D) 4** is incorrect because there are no erupted wisdom teeth present in the dentition.

Answer: C",False,5
163,016874.jpg,"Teeth,HisT",Which tooth has undergone root canal treatment?,A,A,"To determine which tooth has undergone root canal treatment, we examine the maxillary left anterior region:

* **A) #22 (Maxillary Left Lateral Incisor):** This tooth shows a clear radiopaque obturation material filling the root canal system, which is indicative of a completed root canal treatment.
* **B) #21 (Maxillary Left Central Incisor):** This tooth has no radiopaque filling material within its pulp chamber or root canal.
* **C) #23 (Maxillary Left Canine):** This tooth does not show any signs of endodontic obturation material in the canal.
* **D) #24 (Maxillary Left First Premolar):** This tooth shows coronal restorations but has not undergone root canal treatment.

Answer: A",True,5
164,016874.jpg,Jaw,What is observed in the upper jawbone?,D,D,"Based on the clinical examination of the provided panoramic radiograph:

* **A) Tumor:** There are no radiolucent or radiopaque expansile lesions or cortical destruction suggestive of a tumor in the upper jawbone.
* **B) Signs of bone loss:** There is no evidence of significant horizontal or vertical alveolar bone loss around the maxillary teeth, as the bone levels remain near the cementoenamel junctions.
* **C) Fracture:** No radiolucent lines representing cortical disruption or fracture lines are visible in the maxillary bone.
* **D) No bone loss:** The alveolar bone height in the maxilla is well-preserved, showing normal physiological levels with no signs of bone loss.

Answer: D",True,5
