image,index,task_type,question,A,B,C,D,keyed_answer,keyed_text,reference,risk_rank,survey,item_id
016920,177,closed,Which of the following structures are visible in the imaging?,Bilateral maxillary sinuses,Unilateral mandibular canal,Ethmoid air cells,Sphenoid sinus,A,Bilateral maxillary sinuses,,51,3,q0437
016920,179,closed,How many teeth are visualized in the panoramic radiograph?,30,31,32,33,D,33,,51,3,q0438
016920,207,open,What is the condition of tooth #46?,,,,,,,Tooth #46 has a crown and root canal treatment.,51,3,q0439
016920,208,open,How many wisdom teeth are impacted?,,,,,,,"Two wisdom teeth (18 and #38) are impacted, while #48 is erupted.",51,3,q0440
016920,209,open,What structures are visible in the jawbone imaging?,,,,,,,The imaging features signs of bilateral mandibular canals and bilateral maxillary sinuses.,51,3,q0441
016920,210,open,What preventive measure is recommended for the impacted wisdom teeth?,,,,,,,Monitor impacted wisdom teeth for potential complications.,51,3,q0442
017168,265,closed,How many wisdom teeth are erupted according to the radiograph?,1,2,3,4,C,3,,52,3,q0443
017168,266,closed,What is the pathological finding at tooth 21?,Dental caries,Periapical granuloma,Dental filling,Crown restoration,A,Dental caries,,52,3,q0444
017168,267,closed,Which of the following is NOT a finding in the jaw-specific observations?,Apparent bone loss,Bilateral mandibular canals,Clear maxillary sinuses,All,B,Bilateral mandibular canals,,52,3,q0445
017168,268,closed,Which of the following is an appropriate clinical recommendation?,Extract tooth 21,Restore missing teeth in the upper jaw,Place an implant in tooth 23,Perform root canal treatment on tooth 24,B,Restore missing teeth in the upper jaw,,52,3,q0446
017168,269,closed,How many teeth are visualized in the radiograph?,20,25,30,35,A,20,,52,3,q0447
017168,312,open,What is observed in the bone architecture of the jaw?,,,,,,,Apparent bone loss is observed in the image.,52,3,q0448
017168,313,open,What is recommended for the missing teeth in the upper jaw?,,,,,,,It is recommended to restore the missing teeth in the upper jaw.,52,3,q0449
017168,314,open,Which teeth have signs of root canal treatment with restorations?,,,,,,,Teeth #23 and #33 have signs of root canal treatment with restorations.,52,3,q0450
017168,315,open,What structures are clearly visualized in the radiograph?,,,,,,,Bilateral mandibular canals and both maxillary sinuses are clearly visualized.,52,3,q0451
017168,316,open,What findings can be observed in the panoramic radiograph regarding tooth #11?,,,,,,,Findings: crown.,52,3,q0452
017271,300,closed,Which tooth is suspected to have a periapical abscess?,#16,#37,#46,#48,D,#48,,53,3,q0453
017271,301,closed,Which tooth is indicated to have deep caries?,#16,#38,#46,#48,B,#38,,53,3,q0454
017271,302,closed,What is the general condition of the maxillary sinuses?,Radiographically normal,Signs of infection,Obstructed,Enlarged,B,Signs of infection,,53,3,q0455
017271,303,closed,What is the observed condition of the bone architecture?,Apparent bone loss,No apparent bone loss,Severe bone loss,Moderate bone loss,A,Apparent bone loss,,53,3,q0456
017271,304,closed,What is the status of the mandibular canals?,Narrow,Wide,Bilateral,Unilateral,A,Narrow,,53,3,q0457
017271,354,open,What is the status of the mandibular canals?,,,,,,,Bilateral mandibular canals are visible.,53,3,q0458
017271,356,open,What is the status of the wisdom tooth #48?,,,,,,,"Erupted (suspected, recommend clinical review).",53,3,q0459
017271,357,open,What is the finding related to tooth #46?,,,,,,,"Sign of periapical abscess and suspicious for deep caries, root fracture, and root canal treatment.",53,3,q0460
017271,358,open,Detect wisdom tooth in the panoramic image.,,,,,,,Tooth #48.,53,3,q0461
017336,315,closed,Which tooth has a crown and root canal treatment?,#17,#28,#35,#36,C,#35,,54,3,q0462
017336,316,closed,Which tooth is suspected to have a periapical lesion likely abscess?,#17,#28,#35,#36,A,#17,,54,3,q0463
017336,317,closed,Which tooth shows signs of caries?,#17,#28,#35,#36,C,#35,,54,3,q0464
017336,318,closed,What is observed in the lower jawbone?,No abnormalities,Bone expansion,Bone loss,Fracture,B,Bone expansion,,54,3,q0465
017336,319,closed,How many wisdom teeth are detected in the radiograph?,0,1,2,3,D,3,,54,3,q0466
017336,372,open,How many teeth are missing in the upper jaw?,,,,,,,13 missing teeth are suspected in the upper jaw.,54,3,q0467
017336,373,open,What is the status of tooth #28?,,,,,,,"Tooth #28 is erupted (suspected, recommend clinical review).",54,3,q0468
017336,374,open,What historical interventions are noted for tooth #35?,,,,,,,"Tooth #35 shows signs of filling, crown, and root canal treatment with post-core restoration.",54,3,q0469
017336,375,open,What structures are visible in the jawbones?,,,,,,,Bilateral mandibular canals and maxillary sinus are visible.,54,3,q0470
017336,376,open,Which areas show the teeth in the panoramic image?,,,,,,,"Tooth #35, #41, #33, #32, #23, #45, #28, #17, #43.",54,3,q0471
017375,330,closed,What pathological finding is noted at tooth 36?,Dental caries,Periapical lesion likely abscess,Periodontal pocket,Cyst,B,Periapical lesion likely abscess,,55,3,q0472
017375,331,closed,Where is bone loss observed in the jaw?,Lower jaw,Upper jaw,Both jaws,Neither jaw,A,Lower jaw,,55,3,q0473
017375,332,closed,What is the status of tooth 38?,Erupted,Partially erupted,Impacted,Missing,C,Impacted,,55,3,q0474
017375,333,closed,How many teeth are visualized in the panoramic radiograph?,28,30,32,34,C,32,,55,3,q0475
017375,390,open,What is the general condition of the teeth as observed in the radiograph?,,,,,,,30 teeth are visualized with clear anatomical definition.,55,3,q0476
017375,391,open,What is the finding and intervention noted at tooth #36?,,,,,,,Tooth #36 shows a periapical lesion likely abscess.,55,3,q0477
017375,392,open,What preventive measure is recommended?,,,,,,,Monitor upper jaw bone loss with radiographic follow-up.,55,3,q0478
017375,393,open,What visible structures are identified in the radiograph?,,,,,,,The mandibular canal and bilateral maxillary sinuses are visible.,55,3,q0479
017375,394,open,What findings can be observed in the panoramic radiograph regarding tooth #36?,,,,,,,"Findings: periapical lesions (abscess), root fracture.",55,3,q0480
017936,375,closed,Are there any fillings present?,No fillings,Fillings in 47,Fillings in 37,Fillings present but specifics unknown,B,Fillings in 47,,56,3,q0481
017936,376,closed,Which wisdom teeth are impacted?,#18 and #28,#38 and #48,#38 and #18,#48 and #28,C,#38 and #18,,56,3,q0482
017936,377,closed,Which tooth has a suspected periapical granuloma?,#47,#37,#27,#36,D,#36,,56,3,q0483
017936,378,closed,Is there apparent bone loss?,Yes,No,Maybe,Partial,C,Maybe,,56,3,q0484
017936,379,closed,Which teeth show signs of caries?,"#47, #37, #27","#36, #37, #38","#27, #37, #47","#17, #27, #37",A,"#47, #37, #27",,56,3,q0485
017936,442,open,What preventive measures are recommended?,,,,,,,"Monitor suspicious caries at #47, #37, and #27.",56,3,q0486
017936,443,open,Which teeth show signs of caries and any additional findings?,,,,,,,"Teeth #47, #37, and #27 show signs of caries. Additionally, #37 has a suspected periapical granuloma.",56,3,q0487
017936,444,open,Describe the status of the wisdom teeth.,,,,,,,"Teeth #18 and #28 are erupted, while #38 and #48 are impacted.",56,3,q0488
017936,445,open,What is the status of the bone architecture?,,,,,,,No apparent bone loss is visible.,56,3,q0489
017936,446,open,What is the overall structural integrity of tooth #28 as seen on the panoramic radiograph?,,,,,,,Findings: wisdom tooth.,56,3,q0490
018047,385,closed,What is the condition of the mandibular canals in the radiograph?,Unilateral,Bilateral,Absent,Obstructed,C,Absent,,57,3,q0491
018047,386,closed,Is there any apparent bone loss observed in the radiograph?,Yes,No,Suspected,Unclear,B,No,,57,3,q0492
018047,387,closed,How many teeth are visualized in the radiograph?,28,32,36,40,A,28,,57,3,q0493
018047,389,closed,Which of the following teeth does NOT show signs of caries?,#26,#28,#36,#28 and #37,C,#36,,57,3,q0494
018047,454,open,What is the status of the wisdom teeth in the radiograph?,,,,,,,"All four wisdom teeth (18, #28, #38, #48) are suspected to be erupted.",57,3,q0495
018047,455,open,What significant pathological finding is associated with tooth #37?,,,,,,,Tooth #37 shows imaging features sign of a periapical cyst.,57,3,q0496
018047,456,open,What is the observed condition of the bone architecture in the radiograph?,,,,,,,No apparent bone loss is observed in the image.,57,3,q0497
018047,457,open,Which teeth show signs of caries?,,,,,,,"#26, and #36 show signs of caries.",57,3,q0498
018047,458,open,What radiographic features are visible in tooth #38 on the panoramic X-ray?,,,,,,,Findings: wisdom tooth.,57,3,q0499
018105,390,closed,How many vertically erupted wisdom teeth are present according to the report?,2,3,4,1,B,3,,58,3,q0500
018105,391,closed,Which tooth exhibits signs of a periapical granuloma?,#47,#48,#38,None,D,None,,58,3,q0501
018105,392,closed,In which jaw is evidence of bone loss observed?,Upper jaw,Lower jaw,Both jaws,No bone loss,D,No bone loss,,58,3,q0502
018105,460,open,What is the general condition of the teeth and wisdom teeth in the report?,,,,,,,"32 teeth are visualized with clear anatomical definition. Wisdom teeth: #18, #28, #38 are vertically erupted; #48 is impacted.",58,3,q0503
018105,461,open,What pathological findings are noted in teeth #47 and #48?,,,,,,,Caries in both #47 and #48.,58,3,q0504
018105,462,open,What jaw-specific observations are mentioned in the report?,,,,,,,Evidence of bone loss in the lower jaw; clear visualization of bilateral mandibular canals and maxillary sinuses.,58,3,q0505
018105,464,open,Does the panoramic X-ray show any systemic involvement of the impacted teeth across the entire dentition?,,,,,,,Tooth #48: impacted.,58,3,q0506
018494,476,closed,How many teeth are visualized in the panoramic radiograph?,30,32,31,29,B,32,,59,3,q0507
018494,477,closed,Which tooth shows signs of a periapical granuloma?,#45,#46,#47,None,D,None,,59,3,q0508
018494,478,closed,Which wisdom tooth is erupted?,#18,#48,#38,#28,C,#38,,59,3,q0509
018494,479,closed,Which teeth show signs of root canal treatment?,#45 and #46,#46,#47 and #48,#48 and #49,A,#45 and #46,,59,3,q0510
018494,561,open,What structures are visible in the radiograph?,,,,,,,Bilateral mandibular canals and bilateral maxillary sinuses are visible.,59,3,q0511
018494,562,open,What historical interventions are noted for tooth #46?,,,,,,,Tooth #46 has signs of fillings and root canal treatment.,59,3,q0512
018494,563,open,Provide details about the wisdom teeth.,,,,,,,"Wisdom tooth #18 is erupted; #48, #38, and #28 are impacted.",59,3,q0513
018494,564,open,Please provide a full description of the condition of tooth #46.,,,,,,,"Findings: filling, root canal treatment.",59,3,q0514
018539,481,closed,How many wisdom teeth were detected in the panoramic radiograph?,2,3,4,5,A,2,,60,3,q0515
018539,482,closed,Which tooth shows signs of a periapical abscess?,#35,#36,#37,#38,C,#37,,60,3,q0516
018539,484,closed,In which jaw is bone loss detected?,Lower jaw,Upper jaw,Both jaws,No bone loss detected,C,Both jaws,,60,3,q0517
018539,485,closed,How many teeth are visible in this panoramic dental X-ray image?,29,16,32,31,B,16,,60,3,q0518
018539,566,open,What bone and jaw observations are noted in the report?,,,,,,,Imaging features show signs of bilateral mandibular canals and bilateral maxillary sinuses.,60,3,q0519
018539,567,open,What is the general condition of the teeth and the status of the wisdom teeth?,,,,,,,"32 teeth are visualized with clear anatomical definition. Four wisdom teeth are detected, with #18, #28, #38 erupted, and #48 erupted but requiring clinical review.",60,3,q0520
018539,569,open,What historical interventions are evident for #16 and #36?,,,,,,,Signs of crown and root canal treatment are present for both #16 and #36.,60,3,q0521
018539,570,open,Which areas show the maxillary sinus in the panoramic image?,,,,,,,Findings: maxillary sinus.,60,3,q0522
016650,23,closed,Which teeth have undergone root canal treatment?,"#14, #24, #34, #44","#35, #38, #45, #46","#55, #65, #75, #85","#11, #21, #31, #41",A,"#14, #24, #34, #44",,61,3,q0523
016650,24,closed,Which tooth shows signs of a periapical granuloma?,#36,#46,#26,#56,A,#36,,61,3,q0524
016650,26,closed,Which teeth are suspected to have deep caries?,"#15, #25, #35, #45","#18, #28, #38, #48","#11, #21, #31, #41","#52, #62, #72, #82",D,"#52, #62, #72, #82",,61,3,q0525
016650,27,closed,What is visible in the mandibular areas?,Bilateral mandibular canals,Unilateral mandibular canals,No mandibular canals,Mandibular fractures,A,Bilateral mandibular canals,,61,3,q0526
016650,29,open,"What is the general condition of the teeth, and how many wisdom teeth are erupted?",,,,,,,"32 teeth are visualized with clear anatomical definition, and all four wisdom teeth (18, #28, #38, #48) are erupted.",61,3,q0527
016650,30,open,"Which teeth show signs of deep caries, and what additional finding is noted in tooth #46?",,,,,,,"Teeth #18, #28, #38, #45, #48, and #46 show signs of deep caries. Tooth #46 also has a periapical granuloma.",61,3,q0528
016650,31,open,"Which teeth have signs of fillings, and which have undergone root canal treatment?",,,,,,,"Teeth #16, #17, #35, and #37 have signs of fillings. Teeth #35, #38, #45 and #46 have undergone root canal treatment.",61,3,q0529
016650,32,open,"What is observed regarding the bone architecture, and what structures are visible in the mandibular areas?",,,,,,,Mild bone loss is indicated. Bilateral mandibular canals are visible.,61,3,q0530
016650,33,open,Identify the mandibular canal in the X-ray image.,,,,,,,Findings: mandibular canal.,61,3,q0531
016690,47,closed,Which of the following is TRUE regarding the wisdom teeth in this patient?,All wisdom teeth are impacted,Wisdom teeth are partially erupted,No wisdom teeth are present,All wisdom teeth are erupted,A,All wisdom teeth are impacted,,62,3,q0532
016690,48,closed,What type of bone loss is detected in the upper jaw?,None,Slight,Moderate,Severe,B,Slight,,62,3,q0533
016690,49,closed,Which tooth has both a filling and root canal treatment?,#16,#26,#36,#46,A,#16,,62,3,q0534
016690,50,closed,Which tooth shows signs of a periapical granuloma?,#15,#16,#17,None,D,None,,62,3,q0535
016690,51,closed,Which structure is well-defined bilaterally in the maxilla?,Mandibular canals,Maxillary sinuses,Nasal cavities,Eustachian tubes,D,Eustachian tubes,,62,3,q0536
016690,59,open,Which teeth show signs of fillings?,,,,,,,"#16, #26, #36, and #46 show signs of fillings.",62,3,q0537
016690,60,open,What is the status of the wisdom teeth in this patient?,,,,,,,"All four wisdom teeth (18, #28, #38, #48) are erupted.",62,3,q0538
016690,62,open,What preventive measure is emphasized to prevent caries progression?,,,,,,,Emphasize oral hygiene practices to prevent caries progression.,62,3,q0539
016744,87,closed,Which tooth shows signs of a periapical abscess?,#22,#23,#24,None,A,#22,,63,3,q0540
016744,88,closed,What should be monitored for potential complications?,Non-vital teeth,Impacted wisdom teeth,Dental restorations,Periapical lesions,B,Impacted wisdom teeth,,63,3,q0541
016744,89,closed,In which jaw is there evidence of bone loss?,Lower jaw,Upper jaw,Both jaws,No bone loss,A,Lower jaw,,63,3,q0542
016744,91,closed,What necessitates further investigation in the upper jaw?,Impacted wisdom teeth,Bone loss,None,Caries,C,None,,63,3,q0543
016744,105,open,What signs were present in the mandibular canals?,,,,,,,Bilateral mandibular canals,63,3,q0544
016744,106,open,How many teeth were visualized with clear anatomical definition?,,,,,,,29 teeth,63,3,q0545
016744,107,open,Which wisdom teeth were detected as impacted?,,,,,,,#38 and #48,63,3,q0546
016975,205,closed,How many teeth have signs of fillings?,4,6,8,None,D,None,,64,3,q0547
016975,206,closed,Which of the following teeth are impacted?,"#18, #28, #38, #48","#14, #15, #34, #47","#25, #35, #44, #46","#16, #36, #45, #47",D,"#16, #36, #45, #47",,64,3,q0548
016975,207,closed,What is visible in the mandible?,Maxillary sinuses,Bilateral mandibular canals,Nasal cavity,None of the above,D,None of the above,,64,3,q0549
016975,208,closed,Which teeth are suspected to have caries?,"#14, #15, #25","#34, #35, #36","#44, #46, #47",#15,C,"#44, #46, #47",,64,3,q0550
016975,209,closed,Which teeth have had root canal treatment?,"#14, #16","#35, #44","#15, #36","#25, #46",A,"#14, #16",,64,3,q0551
016975,240,open,What preventive measures are recommended?,,,,,,,"Fluoride application, oral hygiene maintenance, and patient education",64,3,q0552
016975,241,open,Which tooth needs urgent evaluation?,,,,,,,#36,64,3,q0553
016975,242,open,Which teeth are suspicious for caries and which has a periapical abscess?,,,,,,,Caries: #15; Periapical abscess: #36,64,3,q0554
016975,243,open,What is the condition of the bone architecture?,,,,,,,No apparent bone loss,64,3,q0555
016975,244,open,What findings can be observed in the panoramic radiograph regarding tooth #38?,,,,,,,"Findings: wisdom tooth, impacted.",64,3,q0556
017204,276,closed,What is the condition of the maxillary sinuses?,Well-defined with significant pathology,Poorly defined with significant pathology,Well-defined with no significant pathology,Poorly defined with no significant pathology,D,Poorly defined with no significant pathology,,65,3,q0557
017204,277,closed,Which of the following is NOT a preventive measure recommended?,Fluoride application,Oral hygiene practices,Extraction of wisdom teeth,Monitoring of interproximal areas,B,Oral hygiene practices,,65,3,q0558
017204,279,closed,Which teeth show signs of fillings?,#11 and #21,#12 and #22,#11 and #22,#13 and #23,B,#12 and #22,,65,3,q0559
017204,324,open,What is the primary recommendation for tooth #15?,,,,,,,Endodontic evaluation is required for the periapical lesion at tooth #15.,65,3,q0560
017204,326,open,What visible structures are noted in the radiograph?,,,,,,,Bilateral mandibular canals and well-defined maxillary sinuses are visible.,65,3,q0561
017204,327,open,What pathological finding is observed in tooth #15?,,,,,,,Tooth #15 shows imaging features of a periapical granuloma.,65,3,q0562
017204,328,open,What radiographic features are visible in tooth #35 on the panoramic X-ray?,,,,,,,"Findings: crown, implant.",65,3,q0563
017360,325,closed,How many wisdom teeth are suspected to be erupted in the radiograph?,2,3,4,None,C,4,,66,3,q0564
017360,326,closed,Which tooth shows signs of a periapical abscess?,#35,#36,#36 and #37,#34,B,#36,,66,3,q0565
017360,327,closed,Is there any apparent bone loss observed in the jaw?,None,Mild,Moderate,Severe,D,Severe,,66,3,q0566
017360,328,closed,How are the maxillary sinuses described in the radiograph?,Not visible,Unilateral,Bilateral but poorly defined,Well-defined bilaterally,B,Unilateral,,66,3,q0567
017360,384,open,Which tooth has a periapical abscess and what is its clinical implication?,,,,,,,"Tooth #36 has a periapical abscess, requiring urgent endodontic evaluation and treatment.",66,3,q0568
017360,385,open,Which tooth is suspicious for a periapical abscess and what does it necessitate?,,,,,,,"Tooth #47 is suspicious for a periapical abscess due to root fracture, necessitating further diagnostic workup and possible surgical intervention.",66,3,q0569
017360,386,open,Are the mandibular canals visible in the radiograph?,,,,,,,"Yes, the mandibular canals are clearly visible bilaterally.",66,3,q0570
017360,387,open,What preventive measures are recommended regarding the suspicious deep caries and oral hygiene?,,,,,,,Monitor the suspicious deep caries at #36 and emphasize oral hygiene practices to prevent progression.,66,3,q0571
017360,388,open,What radiographic features are visible in tooth #28 on the panoramic X-ray?,,,,,,,Findings: wisdom tooth.,66,3,q0572
018278,443,closed,Which tooth is suspicious for caries?,#46,#47,#48,#45,D,#45,,67,3,q0573
018278,444,closed,Which tooth shows evidence of a periapical granuloma?,#36,#37,#38,None,A,#36,,67,3,q0574
018278,445,closed,Is there any apparent bone loss in the jaw?,Yes,No,Maybe,Not mentioned,A,Yes,,67,3,q0575
018278,446,closed,What historical intervention is noted in the report?,Crown,Implant,Filling,None,D,None,,67,3,q0576
018278,520,open,Is there any apparent bone loss in the jaw?,,,,,,,No apparent bone loss,67,3,q0577
018278,521,open,Which wisdom teeth are vertically erupted?,,,,,,,#18 and #28,67,3,q0578
018278,522,open,Which teeth need monitoring for suspicious caries?,,,,,,,#37 and #47,67,3,q0579
018278,523,open,What findings can be observed in the panoramic radiograph regarding tooth #28?,,,,,,,Findings: wisdom tooth.,67,3,q0580
018466,467,closed,Which tooth is associated with imaging features of a periapical granuloma?,#36,#46,#26,#16,C,#26,,68,3,q0581
018466,468,closed,Which tooth shows signs of root canal treatment?,#24,#34,#44,#54,B,#34,,68,3,q0582
018466,470,closed,How many wisdom teeth are detected in the panoramic radiograph?,2,3,4,5,C,4,,68,3,q0583
018466,471,closed,In which region is a missing tooth detected?,Upper jaw,Lower jaw,Maxillary sinus,Mandibular canal,B,Lower jaw,,68,3,q0584
018466,549,open,How many teeth are visualized in the panoramic radiograph and how many wisdom teeth are detected?,,,,,,,"31 teeth (including two restored teeth; otherwise, 29 natural teeth) are visualized, and 4 wisdom teeth are detected.",68,3,q0585
018466,550,open,Which teeth have crowns?,,,,,,,"Teeth #11,12, 13,14, 15, 21, 22, 23, 24, 25, 31,32, 33, 34, 35, 36,41,42, 43, 44, 45, 46, 47, 48 have crowns.",68,3,q0586
018466,551,open,What is the clinical concern related to the missing tooth region?,,,,,,,The missing tooth region in the lower jaw requires monitoring for potential issues related to masticatory function.,68,3,q0587
018466,552,open,Does tooth #42 exhibit any signs of pathology or structural compromise on the panoramic radiograph?,,,,,,,Findings: crown.,68,3,q0588
018466,553,open,What radiographic features are visible in tooth #48 on the panoramic X-ray?,,,,,,,"Findings: wisdom tooth, crown.",68,3,q0589
018477,472,closed,Which tooth shows signs of a periapical lesion?,#46,#47,#45,#44,D,#44,,69,3,q0590
018477,473,closed,Which tooth is suspicious for caries?,#43,#44,#45,#46,A,#43,,69,3,q0591
018477,474,closed,Which of the following wisdom teeth is erupted?,#18,#38,#28,#48,D,#48,,69,3,q0592
018477,475,closed,What is the status of bone architecture in the image?,Severe bone loss,Moderate bone loss,No apparent bone loss,Slight bone loss,A,Severe bone loss,,69,3,q0593
018477,555,open,What is the general condition of the teeth in the panoramic radiograph?,,,,,,,32 teeth are visualized with clear anatomical definition.,69,3,q0594
018477,556,open,What is the status of the wisdom teeth?,,,,,,,"Wisdom teeth #18 and #48 are erupted, while #38 and #28 are impacted.",69,3,q0595
018477,557,open,What pathological findings are present in the radiograph?,,,,,,,"Caries are suspected in #27, #46, and #47, and a periapical lesion is present at #47.",69,3,q0596
018477,558,open,What anatomical structures are visible in the radiograph?,,,,,,,Bilateral mandibular canals and the right maxillary sinus are visible.,69,3,q0597
018477,559,open,Which teeth exhibit signs of pathology on the panoramic radiograph? Summarize the key findings.,,,,,,,Tooth #47: caries.,69,3,q0598
016640,0,closed,Which of the following teeth is suspected to have caries?,#15,#24,#27,#42,B,#24,,70,3,q0599
016640,1,closed,How many natural teeth are visualized in the panoramic radiograph?,28,31,32,34,D,34,,70,3,q0600
016640,2,closed,Which tooth shows signs of a periapical abscess?,#45,#46,#47,#48,A,#45,,70,3,q0601
016640,3,closed,Which of the following teeth has a crown and root canal treatment?,#15,"#15, and #16",#26,#31,D,#31,,70,3,q0602
016640,4,closed,Which of the following is TRUE regarding the jaw-specific observations?,Apparent alveolar bone loss noted,Unilateral mandibular canals,No apparent bone loss,No mandibular canals visible,B,Unilateral mandibular canals,,70,3,q0603
016640,0,open,How many wisdom teeth are detected in the radiograph and which are they?,,,,,,,"Four wisdom teeth are detected: #18, #28, #38, and #48.",70,3,q0604
016640,1,open,Which teeth are suspected to have caries?,,,,,,,"Teeth #15, and #38 are suspected to have caries.",70,3,q0605
016640,2,open,Which teeth have a fixed dental prosthesis ?,,,,,,,"Teeth #16, #26, #31, #42, #46, and #41.",70,3,q0606
016640,3,open,Which tooth shows signs of a periapical abscess?,,,,,,,Tooth #46 shows signs of a periapical abscess.,70,3,q0607
016640,4,open,Please provide a full description of the condition of tooth #26.,,,,,,,"Findings: crown, root canal treatment.",70,3,q0608
016648,14,closed,How many wisdom teeth are erupted in the patient?,2,3,4,5,C,4,,71,3,q0609
016648,15,closed,What is the status of bone loss in the image?,Severe bone loss,Moderate bone loss,Mild bone loss,No apparent bone loss,A,Severe bone loss,,71,3,q0610
016648,16,closed,Which tooth is suspicious for deep caries?,#17,#18,#28,#38,C,#28,,71,3,q0611
016648,17,open,How many teeth are visualized in the radiograph?,,,,,,,32 teeth are visualized.,71,3,q0612
016648,18,open,What is the status of the wisdom teeth in the patient?,,,,,,,"All four wisdom teeth (18, #28, #38, #48) are erupted.",71,3,q0613
016648,19,open,What is the finding for tooth #47?,,,,,,,Tooth #47 shows evidence of a periapical lesion.,71,3,q0614
016648,20,open,What is the status of bone architecture in the image?,,,,,,,No apparent bone loss is observed in the image.,71,3,q0615
016648,21,open,Describe the overall status of tooth #18 based on the panoramic radiograph findings.,,,,,,,"Findings: wisdom tooth, caries, deep caries, periapical lesions (granuloma).",71,3,q0616
016652,28,closed,Which teeth are recommended for monitoring due to suspicious caries?,#15 and #23,#18 and #38,#28 and #48,No obvious caries,B,#18 and #38,,72,3,q0617
016652,30,closed,Is there apparent bone loss observed in the jaw?,Yes,No,Unclear,Not mentioned,A,Yes,,72,3,q0618
016652,31,closed,Which tooth shows signs of a periapical granuloma?,#15,#23,#36,#46,B,#23,,72,3,q0619
016652,32,closed,What is the primary recommendation for the periapical lesion at 46?,Monitor with radiographic follow-up,Immediate extraction,Endodontic evaluation,Crown restoration,B,Immediate extraction,,72,3,q0620
016652,35,open,What is the immediate intervention required for tooth #46?,,,,,,,The periapical lesion requires endodontic evaluation.,72,3,q0621
016652,36,open,What structures are visible in the imaging?,,,,,,,Bilateral mandibular canals and bilateral maxillary sinuses.,72,3,q0622
016652,37,open,What pathological findings are present in tooth #46?,,,,,,,Signs of imaging features suggestive of a periapical granuloma.,72,3,q0623
016652,38,open,What is the status of the wisdom tooth #18?,,,,,,,Impacted with signs of impaction.,72,3,q0624
016823,126,closed,Which tooth is suspected to have an impacted wisdom tooth?,#18,#25,#32,None detected,A,#18,,73,3,q0625
016823,127,closed,How many teeth are observed with crowns?,5,6,7,8,C,7,,73,3,q0626
016823,128,closed,Which tooth requires endodontic evaluation?,#10,#11,#12,#13,D,#13,,73,3,q0627
016823,129,closed,What is recommended for interproximal caries detection?,Panoramic radiographs,Bitewing radiographs,CT scans,MRI,B,Bitewing radiographs,,73,3,q0628
016823,130,closed,Which structures are visible in the radiograph?,Mandibular canals only,Maxillary sinus only,Both mandibular canals and maxillary sinus,Neither,B,Maxillary sinus only,,73,3,q0629
016823,150,open,Which tooth needs endodontic evaluation?,,,,,,,Tooth #11 requires endodontic evaluation due to the periapical lesion.,73,3,q0630
016823,151,open,"How many teeth were visualized, and were there any impacted wisdom teeth?",,,,,,,26 teeth were visualized with no impacted wisdom teeth detected.,73,3,q0631
016823,152,open,Which tooth has evidence of a periapical granuloma?,,,,,,,Tooth #11 shows evidence of a periapical granuloma.,73,3,q0632
016823,153,open,What preventive measures are recommended?,,,,,,,Monitor all crowned teeth for stability and consider bitewing radiographs for interproximal caries detection.,73,3,q0633
016823,154,open,What radiographic features are visible in tooth #16 on the panoramic X-ray?,,,,,,,Findings: crown.,73,3,q0634
016826,136,closed,Which tooth shows signs of a periapical abscess?,#46,#45,#47,#48,B,#45,,74,3,q0635
016826,137,closed,Which tooth has a crown and root canal treatment?,#11,#14,#26,#37,D,#37,,74,3,q0636
016826,139,closed,What is observed in the jawbone?,Bone loss,Fracture,No apparent bone loss,Tumor,C,No apparent bone loss,,74,3,q0637
016826,162,open,What pathological findings are present?,,,,,,,"Suspected caries at #25, #35; periapical abscesses at #46, #47.",74,3,q0638
016826,163,open,What historical interventions are noted?,,,,,,,"Fillings at #37; crowns at #11, #44, #46; root canal treatments at #11, #26, #46, #47.",74,3,q0639
016826,164,open,How many wisdom teeth are impacted?,,,,,,,"Three wisdom teeth are impacted: #18, #38, #48.",74,3,q0640
016826,165,open,What is the general condition of the teeth?,,,,,,,30 teeth visualized with clear anatomical definition.,74,3,q0641
016826,166,open,Identify areas showing the maxillary sinus in the panoramic radiograph.,,,,,,,Findings: maxillary sinus.,74,3,q0642
016918,170,closed,Which of the following wisdom teeth is erupted?,#18,#28,#38,#48,C,#38,,75,4,q0643
016918,172,closed,Which tooth shows imaging features of a periapical lesion (likely abscess)?,#26,#37,#47,#45,D,#45,,75,4,q0644
016918,173,closed,What is the status of the maxillary sinuses?,Not visible,Visible unilaterally,Visible bilaterally,Obstructed,D,Obstructed,,75,4,q0645
016918,174,closed,What is observed in the bilateral mandibular canals?,Bone loss,Signs of bilateral mandibular canals,Impacted wisdom teeth,Periapical lesions,C,Impacted wisdom teeth,,75,4,q0646
016918,201,open,"What is the general condition of the teeth, and how many wisdom teeth are detected?",,,,,,,"31 teeth are visualized with clear anatomical definition, and 4 wisdom teeth are detected: #18, #28, and #38 are impacted, while #48 is erupted.",75,4,q0647
016918,202,open,Which teeth show signs of fillings?,,,,,,,Teeth #36 and #45 show signs of fillings.,75,4,q0648
016918,203,open,What is the bone architecture observation in the jaw?,,,,,,,No apparent bone loss is observed in the image.,75,4,q0649
016918,204,open,What pathological findings are present in tooth #47?,,,,,,,"Tooth #47 shows evidence of caries, suspicious for deep caries, and imaging features sign of a periapical lesion (likely abscess).",75,4,q0650
